"","pes21_occ_text"
"1586","Office Manager"
"1587",""
"1588",""
"1589","-99"
"1590","Sales Representative"
"1591","-99"
"1592",""
"1593","nursing professor"
"1594","Realtor"
"1595","-99"
"1596","correctrice"
"1597","Développeur logiciel"
"1598",""
"1599","Travailleur à temps plein"
"1600","-99"
"1601","agt service clientèle"
"1602","Theatre manager"
"1603","part time self-employed."
"1604","Homemaker"
"1605","college teacher"
"1606","computer installation"
"1607","Agriculture"
"1608","housewife"
"1609","-99"
"1610","aide bibliothèque"
"1611","Journalier"
"1612","Engineer"
"1613",""
"1614","General labourer"
"1615","bus driver"
"1616",""
"1617","Professional"
"1618","analyste"
"1619",""
"1620",""
"1621",""
"1622",""
"1623",""
"1624","-99"
"1625","Software developer"
"1626","Currently looking for work."
"1627","Provincial civil servant"
"1628","Étudiant"
"1629",""
"1630","Educator"
"1631","HR"
"1632",""
"1633","Étudiante"
"1634",""
"1635","Tax preparer/accountant"
"1636",""
"1637","media technician"
"1638",""
"1639",""
"1640","Chargée de projets en culture"
"1641","universitaire"
"1642","data entry clerk"
"1643","-99"
"1644","-99"
"1645",""
"1646","security"
"1647",""
"1648","-99"
"1649","Hospital administration"
"1650",""
"1651","unemployed"
"1652","Account"
"1653","-99"
"1654","Analyst"
"1655","Baker"
"1656","Retired from Sales Admin"
"1657","oil"
"1658","administrateur systeme informatique"
"1659","marketing"
"1660","Mechanic"
"1661","accounting"
"1662","Gestion"
"1663","Hairstylist"
"1664",""
"1665","Directeur de Caisse Populaire"
"1666","Gestion"
"1667",""
"1668","Process Operator"
"1669","Temps plein travail"
"1670","Teacher"
"1671","Teacher and Social Worker"
"1672","Petroloeum  Consultant"
"1673",""
"1674",""
"1675","Gérant de pharmacie"
"1676",""
"1677",""
"1678",""
"1679","Manager"
"1680","none"
"1681",""
"1682","Construction"
"1683","policy analyst"
"1684","employe a temps plein"
"1685","outside sales"
"1686","Lawyer"
"1687","IT Project Manager"
"1688","Manager of Executive Office"
"1689","-99"
"1690","Electronics Tecnician"
"1691","Physician"
"1692","Construction Foreman"
"1693","Journalier"
"1694","enseignant"
"1695",""
"1696",""
"1697","Sales"
"1698","Lawyer"
"1699",""
"1700","StatCan Survey Interviewer"
"1701","Labourer"
"1702",""
"1703",""
"1704","Camionneur"
"1705","Adjointe administrative"
"1706","-99"
"1707","Gestionnaire en affaires publiques"
"1708","Evaluateur immobilier"
"1709","Professeure"
"1710","-99"
"1711","self employed"
"1712","-99"
"1713","Self employed"
"1714","Federal Public Servant"
"1715","lawyer"
"1716",""
"1717","SALES MANAGEMENT"
"1718",""
"1719",""
"1720","Food and Nutrition Supervisor"
"1721","athletic therapist"
"1722","Student"
"1723","-99"
"1724",""
"1725",""
"1726","Marketing manager"
"1727","Conseillère en communication"
"1728","Retail stores"
"1729",""
"1730","Educational assistant"
"1731",""
"1732","systems programmer"
"1733","-99"
"1734","Sales"
"1735","ESL teacher"
"1736",""
"1737",""
"1738","Fonctionnaire"
"1739",""
"1740","retraité"
"1741","Government agent"
"1742","Technicien informatiques"
"1743","téléphoniste"
"1744",""
"1745","professional"
"1746","data entry for correspondence school"
"1747","professeur"
"1748","Retraitée"
"1749","retired teacher"
"1750",""
"1751","home"
"1752","-99"
"1753","chiropractor"
"1754","chiropodist"
"1755",""
"1756",""
"1757",""
"1758",""
"1759","Facteur"
"1760","Graphic Designer"
"1761","Agent de bureau"
"1762","Mechanical Engineer"
"1763","property management"
"1764","Executive"
"1765","Spécialiste en sécurité routière"
"1766",""
"1767","-99"
"1768","retired"
"1769","Administrative support health care"
"1770","Manager"
"1771","enseignante"
"1772","retired, occupation"
"1773","travel"
"1774","verificateur aeronautique"
"1775","millwright"
"1776","Mid mgmt"
"1777","peintre"
"1778","-99"
"1779","Electrician"
"1780","gestionnaire"
"1781","-99"
"1782","DIRECTRICE"
"1783","Student aid administrator"
"1784","admin"
"1785","Retired"
"1786",""
"1787","Administration"
"1788",""
"1789","Opérateur de mélangeur"
"1790","CAO"
"1791",""
"1792","Occupational Therapist"
"1793","Comptable"
"1794","Postal clerk"
"1795","Medical Secretary, retired now"
"1796",""
"1797",""
"1798","Engineering technologist"
"1799","directeur"
"1800",""
"1801",""
"1802","employe"
"1803","Ressources humaines"
"1804","Video producer"
"1805","Specialist"
"1806","banquier"
"1807","Adjointe administrative"
"1808","Préposée aux renseignements"
"1809",""
"1810","-99"
"1811","-99"
"1812","Civil Servant"
"1813","Secondary Teacher/Guidance Counsellor"
"1814","teacher"
"1815",""
"1816","Teacher"
"1817","Employé de bureau"
"1818","retired"
"1819",""
"1820",""
"1821",""
"1822",""
"1823","-99"
"1824",""
"1825","Sales"
"1826",""
"1827","Accounting Manager"
"1828","Pharmacist, Pharmacy Systems Specialist"
"1829","maths teacher (CEGEP)"
"1830","it"
"1831","Représentant"
"1832","Student"
"1833",""
"1834","Technicienne en documentation"
"1835","Infirmier"
"1836",""
"1837",""
"1838",""
"1839","Business owner"
"1840","retired"
"1841","Transportation"
"1842","Sales"
"1843","Information Technology"
"1844","Research Scientist"
"1845",""
"1846","Currently Unemployed"
"1847","-99"
"1848","travailleur autonome"
"1849","-99"
"1850","Business Analyst"
"1851",""
"1852","Bookkeeper"
"1853","-99"
"1854","Technologue en imagerie médicale"
"1855","Agent de sécurité"
"1856","accountant"
"1857","Travailleuse"
"1858",""
"1859","Executive chef in a bbq smokehouse"
"1860","Éducatrice spécialisée"
"1861",""
"1862","Pastor"
"1863",""
"1864","Superviseur de production"
"1865","Architecte"
"1866",""
"1867","engineer"
"1868",""
"1869","Comptable"
"1870","Consultant"
"1871","Marketing"
"1872",""
"1873","enquêteur"
"1874","-99"
"1875","Programmer"
"1876","social worker"
"1877",""
"1878","Research Coordinator"
"1879","administration"
"1880",""
"1881","-99"
"1882","-99"
"1883",""
"1884",""
"1885",""
"1886","Director"
"1887","-99"
"1888","Assistant"
"1889","Physical Damage Adjuster"
"1890","Project manager"
"1891",""
"1892","Driver"
"1893","-99"
"1894","Student"
"1895","-99"
"1896","Waiter"
"1897","nurse"
"1898","manager"
"1899","Translator"
"1900","SCM Professional"
"1901","Compliance Specialist"
"1902","Property Assessor"
"1903",""
"1904","Technicien aménagement"
"1905","Financial officer"
"1906","Analyst"
"1907","maison"
"1908","Union Rep"
"1909","Travail"
"1910","Information Security Analyst"
"1911","first journalism (37yr) then retail (9 yr)"
"1912",""
"1913","student"
"1914","Wildlife Biologist"
"1915","COOK"
"1916","conseiller financier"
"1917",""
"1918",""
"1919","-99"
"1920","Boulanger"
"1921","Étudiante"
"1922","SERVER"
"1923",""
"1924","-99"
"1925","brigadière scolaire"
"1926",""
"1927","Conseiller en régime de retraite"
"1928","Analyste"
"1929","Tutor"
"1930",""
"1931",""
"1932","computer bookkeeper"
"1933",""
"1934",""
"1935","Education"
"1936","Marketing and Communications"
"1937","Student"
"1938",""
"1939","Manual labour"
"1940",""
"1941","-99"
"1942","Business Executive"
"1943","health care"
"1944","teacher"
"1945","Medical Laboratory Assistant"
"1946",""
"1947","truck driver"
"1948","electronics technologist"
"1949","Publishing"
"1950","Bookkeeper"
"1951","Planification financière"
"1952","business owner"
"1953","Home"
"1954","-99"
"1955","Secrétaire"
"1956","Fonctionnaire"
"1957","Retired"
"1958","-99"
"1959","Dhdhjd"
"1960","Project Manager"
"1961",""
"1962",""
"1963","Mortgage Broker"
"1964","Graphics Designer"
"1965","office admin"
"1966","Business Analyst"
"1967","Automotive"
"1968","Ingénieur"
"1969","mechanic"
"1970","Distributeur alimentaire et importateur"
"1971",""
"1972",""
"1973","V P administration"
"1974","Nurse"
"1975",""
"1976","customer care"
"1977","Commis"
"1978","Educational assistant"
"1979",""
"1980","Directeur"
"1981",""
"1982","-99"
"1983","gkdh"
"1984","Pedagogical Consultant"
"1985","navigateur flotte fédérale"
"1986","consultant en télécomm"
"1987","Host"
"1988","Student"
"1989","Orthopédagogue"
"1990","Manager"
"1991","Sécurité civile"
"1992","Stay at home mom"
"1993",""
"1994","-99"
"1995",""
"1996","Enseignante"
"1997","Travailleuse autonome semi retraitée"
"1998","Curator"
"1999",""
"2000",""
"2001","Nurse"
"2002","Financial Analyst"
"2003","peace officer"
"2004","Policier"
"2005","-99"
"2006","Infirmière"
"2007",""
"2008","adminstrative assistant"
"2009","Sales"
"2010","-99"
"2011","Social Work"
"2012","Invalidité"
"2013","Homemaker"
"2014","Self-Employed (Work from Home)"
"2015","-99"
"2016","Représentant sur la route"
"2017",""
"2018","-99"
"2019","Sales"
"2020",""
"2021","cook"
"2022","Vice president application development"
"2023","Lawyer"
"2024","Technologist"
"2025","Business Analyst"
"2026",""
"2027",""
"2028","retail management"
"2029",""
"2030",""
"2031",""
"2032",""
"2033","supervisor"
"2034","Attachée clientele"
"2035","Retraités"
"2036",""
"2037",""
"2038","gestionnaire en horticulture"
"2039","manager"
"2040","invalide"
"2041","-99"
"2042","adjointe aux ventes"
"2043","hockey administrator"
"2044","Vendeur"
"2045",""
"2046",""
"2047",""
"2048",""
"2049",""
"2050","Engineer"
"2051","gérante au maxi"
"2052",""
"2053","technicien"
"2054",""
"2055",""
"2056",""
"2057","Enseignante"
"2058","Registered Nurse"
"2059","glass cutter"
"2060","-99"
"2061","Agronome"
"2062","office admin"
"2063","Directeur regional"
"2064","fonctionnaire"
"2065","Adjointe administrative"
"2066",""
"2067","contultant"
"2068","TA"
"2069","Painting Contractor / retired"
"2070","Special Education Teacher"
"2071","Disabled"
"2072","Trainer"
"2073","Professionnelle au gouvernement provincial"
"2074","Sales representative"
"2075","Accountant"
"2076","Saisie de données Excel"
"2077","Chef de train"
"2078","Disabled"
"2079","-99"
"2080","Manager, admin"
"2081",""
"2082","Adjointe administrative"
"2083","child care"
"2084","gkbjkj"
"2085","Purchaser"
"2086",""
"2087","Travailleuse à temps plein"
"2088",""
"2089","Creative Artist"
"2090","fhfg"
"2091",""
"2092","Switchboard/receptionist"
"2093","Professional Engineer"
"2094","Community Relations Manager, Janssen Inc."
"2095",""
"2096","retraite"
"2097","Sales manager"
"2098",""
"2099",""
"2100","DIrectrice"
"2101","Admin"
"2102","Teacher"
"2103","Retired"
"2104","consulting"
"2105","Coordinator"
"2106","directeur"
"2107","-99"
"2108","Insurance broker"
"2109","Travailleur autonome"
"2110",""
"2111",""
"2112",""
"2113","Sales"
"2114",""
"2115","retired"
"2116","none"
"2117","Public Servant"
"2118","Consultant"
"2119",""
"2120","-99"
"2121","Interior Designer"
"2122","property assessor"
"2123","journalist"
"2124","fonctionnaire"
"2125","Sales Rep"
"2126","homemaker"
"2127","Administration"
"2128",""
"2129","Appliance Service Technician"
"2130","human resources consultant"
"2131","Technician-Supervisor"
"2132","School principal"
"2133","IT Specialist"
"2134",""
"2135",""
"2136","Retired"
"2137","Student"
"2138","Teaching"
"2139",""
"2140","Administrator"
"2141","-99"
"2142",""
"2143",""
"2144",""
"2145","clerk/cashier"
"2146","Retraite"
"2147","Bookkeeper"
"2148",""
"2149","Counsellor"
"2150",""
"2151","Teacher"
"2152","RN"
"2153","Military Officer"
"2154","Nurse"
"2155",""
"2156","Bookkeeper"
"2157","Analyste en procédés administratifs"
"2158","Retired According"
"2159","mail and records clerk"
"2160","Clerk"
"2161",""
"2162","-99"
"2163","Sales"
"2164",""
"2165","-99"
"2166",""
"2167","truck driver"
"2168","-99"
"2169",""
"2170","Travail de bureau"
"2171","Tradesman"
"2172",""
"2173","Invalidité"
"2174","Screeber"
"2175","Software Designer"
"2176",""
"2177",""
"2178",""
"2179",""
"2180","Telecom"
"2181","Homecare worker"
"2182","-99"
"2183","-99"
"2184","Electricien"
"2185","Operations Manager"
"2186","domaine éducatif à temps partiel"
"2187","computer programmer"
"2188","Au foyer"
"2189","Retraitée"
"2190","Emploi temps plein"
"2191","conseiller en indemnisation"
"2192","Analyst"
"2193","Education"
"2194",""
"2195",""
"2196","Directeurs des ventes"
"2197","educator"
"2198","Driver"
"2199",""
"2200",""
"2201",""
"2202","Designer"
"2203",""
"2204","ouvrier"
"2205","real Estate"
"2206","retired RN"
"2207","Retraité"
"2208","Chiropractor"
"2209","customer service"
"2210","IT"
"2211","-99"
"2212",""
"2213",""
"2214","Étudiant"
"2215",""
"2216","Construction"
"2217","Gestionnaire"
"2218",""
"2219","Self employed courier"
"2220",""
"2221","Oilfield heavy equipment operator"
"2222","Educator"
"2223","-99"
"2224",""
"2225","Insurance Broker"
"2226","Police Officer & Reserve Military"
"2227","Ressources Humaines"
"2228","Medical Aesthetician"
"2229","Retired"
"2230","Gérante Radiologie"
"2231","Formateur à Hydro Québec"
"2232","Games dealer"
"2233","Engineer"
"2234",""
"2235","IT Worker"
"2236","Teacher"
"2237","eco-conseillère"
"2238","Engineer"
"2239","Fitness Instructor"
"2240","Retraité"
"2241",""
"2242","manual labour"
"2243","teacher"
"2244","Part time labourer"
"2245","Carolifugeuse"
"2246","Project Manager"
"2247","Fonctionnaire"
"2248","Healthcare management"
"2249","Student"
"2250","Innkeeper"
"2251","Accounting"
"2252","Postal worker"
"2253","retired"
"2254",""
"2255","travail"
"2256","Oil Field Consultant"
"2257","unemployed"
"2258",""
"2259","Student"
"2260","Clerk"
"2261",""
"2262",""
"2263","Retired"
"2264","Policier"
"2265","Student"
"2266","therapist"
"2267","Printer"
"2268","Spécialiste en gestion d'espace"
"2269",""
"2270","Professor"
"2271","Prêtre"
"2272","Terminal Manager"
"2273","Premium attendant at sports arena"
"2274",""
"2275","-99"
"2276",""
"2277","-99"
"2278","Accountant"
"2279","Pet store employee"
"2280",""
"2281","-99"
"2282","-99"
"2283",""
"2284",""
"2285","Operations Manager"
"2286",""
"2287",""
"2288","Education"
"2289","retied teacher"
"2290","-99"
"2291","Contracts Specialist"
"2292","Retail Clerk"
"2293","Teacher"
"2294","-99"
"2295","Customer service associate"
"2296","Acoounting"
"2297","Nurse"
"2298","Human Resources"
"2299","Office Administrator"
"2300","Administration"
"2301","informaticien"
"2302","Enseignante retraitée"
"2303",""
"2304","student"
"2305",""
"2306",""
"2307","sales and marketing"
"2308","Federal government"
"2309","-99"
"2310","retired social worker"
"2311","retraité"
"2312","data science"
"2313","-99"
"2314","Personal shopper"
"2315","Assistant Manager, retail"
"2316",""
"2317","Emploi temps partiel"
"2318","ouvrier de voirie"
"2319","Customer service"
"2320","Canada Border Services"
"2321","none"
"2322",""
"2323","Financial"
"2324",""
"2325",""
"2326","Travailleur temps plein"
"2327","CONSTRUCTION"
"2328",""
"2329","TRAVAILLEUR SECTEUR TECHNIQUE ENTREPRISE PRIVÉ"
"2330","student"
"2331","-99"
"2332","OT"
"2333","-99"
"2334","hr"
"2335","self employed game developer"
"2336","Executive Assistant"
"2337",""
"2338","Travail"
"2339",""
"2340","Etudiant"
"2341",""
"2342",""
"2343",""
"2344",""
"2345","Dental assistant"
"2346",""
"2347","Seeking employment"
"2348","Tradesman"
"2349","Adjointe administrative"
"2350","manager"
"2351",""
"2352","-99"
"2353","Student"
"2354","Étudiante"
"2355","Sales"
"2356","-99"
"2357","-99"
"2358","Enseignant"
"2359","Consultant en informatique"
"2360","Student"
"2361","Registered Nurse"
"2362","Orthopédagogue"
"2363","retail associate"
"2364","Small business owner"
"2365","Informaticien"
"2366","Executive Assistant"
"2367","student"
"2368",""
"2369","Content designer"
"2370","Disabilty"
"2371","Management"
"2372",""
"2373",""
"2374","consultant informatique"
"2375","Bookkeeper"
"2376","Financial Service Manager"
"2377",""
"2378",""
"2379","Retraité"
"2380","University professor"
"2381","Retail"
"2382",""
"2383",""
"2384","-99"
"2385",""
"2386","accountant"
"2387","Student"
"2388",""
"2389","educator"
"2390","techniciene en pharmacie dans un grand hôpital"
"2391","Conseiller syndical"
"2392",""
"2393",""
"2394","customer service rep"
"2395","Temp plein"
"2396","teacher"
"2397","Unemployed"
"2398","-99"
"2399","CPA"
"2400","clerical"
"2401","Enseignante"
"2402","Sales Administor"
"2403","Retail merchandiser"
"2404","retail"
"2405","ADJOINTE ADMINISTRATIVE AU DIRECTEUR"
"2406","Enseignante"
"2407","Secrétaire"
"2408","Administrateur"
"2409","Management"
"2410","business man"
"2411",""
"2412","Achats"
"2413",""
"2414","Textile artist"
"2415","conseiller vente"
"2416","planner"
"2417",""
"2418","Learning designer"
"2419","Tax Accountant"
"2420","Writer/disabled"
"2421","housewife"
